id,uuid,name,description,description_source,category_id,category_name,muscles_primary,muscles_secondary,equipment_list,image_url,image_thumbnail_url,is_front_image,wger_variations,embed_status,created_at,updated_at
1392,77a56810-d050-4083-9501-d648f773376a,Good Morning,Stand with your feet more than shoulder-width apart (wider stance) and place your hands on your hips. Hinge at your hips and lower your upper body towards the ground while keeping your back straight then come back up.,wger,9,Legs,"[""Hamstrings"", ""Latissimus dorsi""]","[""Gluteus maximus""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1393,45cd73d7-98ac-4451-849a-a645fcfe9bee,Single Leg Hamstring Stretch,"Sit on the ground with one leg straight out in front of you and the other leg bent in toward you. Reach forward with both hands, trying to touch the toes of your straight leg.",wger,9,Legs,"[""Hamstrings""]",[],"[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1394,5a5e8883-b185-40ff-b292-9e433d13b5e7,Sit & Reach,"Sit on the ground with your legs extended straight in front of you. Reach both hands forward, trying to reach past your toes or as far as you can go. Return to the starting position and repeat.",wger,12,Back,"[""Latissimus dorsi"", ""Hamstrings""]",[],"[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1395,bb948d34-8948-4995-9e59-003d7b6fc1b2,Crossbody Leg Swings,"Hold onto a wall or something near you for support. Swing one leg across the front of your body, then back and out to the side. Repeat while slowly increasing your range of motion.",wger,9,Legs,"[""Gluteus maximus"", ""Hamstrings""]",[],"[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1396,af59f161-147a-49ba-85c8-6c9f4e5ffe63,Standing Pancake,"Stand and open your legs as wide as possible into a straddle position. Then bend at the hips, pushing them back while keeping your back straight.",wger,9,Legs,"[""Hamstrings"", ""Gluteus maximus""]","[""Latissimus dorsi""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1397,aa3c2791-74f7-4fed-a812-297ff454e2f9,Standing Pancake Good Morning,"Stand with your feet wider than shoulder-width apart and toes pointed slightly outward. Place your hands on the back of your head. Hinge at your hips and lower your upper body towards the ground, keeping your back straight and chest open.",wger,9,Legs,"[""Hamstrings"", ""Latissimus dorsi""]","[""Gluteus maximus""]","[""Bodyweight""]",,,1,214.0,pending,2026-03-29 04:49:46,2026-03-29 04:49:46
1398,638756b5-a957-48f4-93ca-8994cead818f,Hamstring Chokes,"Sit on the ground and bend one leg, bringing your knee toward you. Place your hand behind your hamstring and gently pull your leg toward your chest, feeling a stretch in the back of your thigh. Straighten your leg, extending up toward the ceiling.",wger,9,Legs,"[""Hamstrings""]",[],"[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1399,d5ee3b1f-2879-406f-97a9-51a8b0817cd4,Roll Down,"Stand with your feet hip-width apart and slowly roll your upper body forward, one vertebra at a time, until your hands touch the ground or as far as you can comfortably go. Roll back up to the starting position in the same controlled manner.",wger,12,Back,"[""Latissimus dorsi""]","[""Hamstrings""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1400,4f38cc2e-5904-4ef5-b811-e729105cfd3b,Crossbody Hamstring Stretch,"While standing, cross one leg behind the other (keep this leg straight). Reach downward and try to touch the toes of that leg. Slightly bend the other leg so that you can bend down.",wger,9,Legs,"[""Hamstrings""]","[""Latissimus dorsi""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1406,e75629ed-4991-4a48-984c-b297f3f9fb58,Plank-to-Elbow Extension,The Plank-to-Elbow Extension is a dynamic exercise that combines the plank with an elbow extension movement,wger,10,Abs,"[""Rectus abdominis"", ""Triceps brachii""]","[""Anterior deltoid""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1407,96a899ee-16a4-457d-8f66-efdd39fd38a0,Cossack squat,"The Cossack Squat is a multi-joint exercise that works mainly on the legs and buttocks, but also involves stabilizing muscles. It is an excellent exercise for improving strength, mobility and stability in a functional way.",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1408,3f8ad988-1aee-48ca-ad37-44e39ae1715d,Wall-sit,"The Wall Sit (or wall chair) is an isometric exercise that mainly involves the leg muscles, improving muscular endurance and stability. Here are the main and secondary muscles activated during the exercise.",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Gastrocnemius""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1409,f5ad82a8-adf8-4795-9874-1f6d183c56ed,Dragon-flag,"Keep your body completely rigid throughout the movement, avoiding sagging in your lower back. Use a firm grip to stabilize your upper body. Start with simpler versions (such as with bent knees) to build strength and control.",wger,10,Abs,"[""Rectus abdominis""]","[""Latissimus dorsi"", ""Anterior deltoid""]","[""Bodyweight"", ""Bench""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1410,94f2dea6-b336-41b2-a438-3ab7b13adbf7,Plank with Alternating Leg Lift,"Starting Position: Get into a high plank position with your hands directly under your shoulders and your body forming a straight line.
Execution: Lift one leg straight up behind you without arching your back. Lower it back down and repeat with the other leg.
Tips: Keep your core engaged to prevent your hips from twisting or sagging.",gpt_generated,9,Legs,"[""Rectus abdominis"", ""Gluteus maximus""]","[""Latissimus dorsi"", ""Anterior deltoid""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-30 01:12:46
1411,cfe3f20e-d078-4e6c-91fc-37da62f5ac0a,Heel Touches,"Starting Position: Lie on your back on an exercise mat. Bend your knees, keeping your feet flat on the floor and hip-width apart. Place your arms along your sides, palms facing inward, just off the floor. Engage Core: Lift your head, shoulders, and upper back slightly off the ground. Keep your neck neutral and chin slightly tucked. Perform the Movement: Side-bend to the right, reaching your right hand toward your right heel. Return to the center, then side-bend to the left, reaching your left hand toward your left heel. Continue alternating sides in a controlled manner. Breathing: Exhale as you reach toward your heel and inhale as you return to the center.",wger,10,Abs,"[""Obliques"", ""Rectus abdominis""]",[],"[""Bodyweight"", ""Gym mat""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1412,fcf5039b-7784-4f82-830a-b213b597a646,bicycle crunches,"Bicycle crunches are a core exercise performed on the floor. Lie on your back with your hands behind your head and legs extended. Lift your shoulders off the ground, bring one knee toward your chest, and twist your torso so your opposite elbow meets the knee. Alternate sides in a pedaling motion, ensuring controlled movements and engaging your core throughout the exercise.",wger,10,Abs,"[""Rectus abdominis"", ""Obliques""]","[""Quadriceps femoris""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1414,f462df26-3264-48c2-b5aa-2374d0670c24,Hack Squats,"Hack squats target the lower body and are performed on a hack squat machine or with a barbell. For the machine variation, position yourself on the platform with your shoulders under the pads and feet slightly forward. Push through your heels to lift the weight, then bend your knees to lower the platform in a controlled motion until your thighs are parallel to the ground. Push back up to the starting position. For the barbell variation, hold the bar behind your legs with your arms extended and perform a squat-like motion.",wger,9,Legs,"[""Quadriceps femoris""]","[""Gluteus maximus"", ""Hamstrings""]","[""Machine"", ""Barbell""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1415,b48e4d9d-f7fc-4619-85fb-6dabe5d7c999,Dumbbell Crunches,"Dumbbell crunches are a weighted variation of traditional crunches designed to target the abdominal muscles more intensely. Lie flat on your back with your knees bent and feet flat on the floor. Hold a dumbbell with both hands close to your chest or above your head. Lift your shoulders and upper back off the ground in a crunching motion, engaging your core. Slowly lower yourself back to the starting position. Ensure controlled movements throughout the exercise to prevent strain.",wger,10,Abs,"[""Rectus abdominis""]",[],"[""Dumbbell""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1424,e68f6d51-fe02-4175-b277-dec0c1521f36,Biceps Curl Machine,"The biceps curl machine is designed to isolate the biceps muscles and provide a controlled range of motion. Sit on the machine with your back against the pad and adjust the seat so your arms are aligned with the machine's handles or pads. Grip the handles firmly, keeping your elbows fixed in place, and curl the handles upward by contracting your biceps. Slowly lower the handles to the starting position, maintaining control throughout the movement.",wger,8,Arms,"[""Biceps brachii""]",[],"[""Machine""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1425,33728393-2b84-4d39-8b68-462222e004e3,Toe Taps,"Toe taps are a core-focused exercise performed lying on your back. Lie flat with your arms by your sides and your legs raised to a tabletop position (knees bent at 90 degrees). Slowly lower one foot to gently tap the floor, keeping your core engaged and your lower back pressed into the ground. Return to the starting position and alternate legs. This exercise strengthens the core while minimizing strain on the lower back.",wger,10,Abs,"[""Rectus abdominis""]",[],"[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1426,864b0a80-5d29-4d87-9144-f6ee6f5087b9,Standing Side Crunches,"Standing side crunches are a dynamic exercise that targets the obliques while improving balance and stability. Stand upright with your feet shoulder-width apart and hands behind your head or holding a dumbbell in one hand. Lean your torso to one side, contracting your obliques, while bringing your elbow toward your hip (or crunching toward the weight if using a dumbbell). Return to the starting position and alternate sides or perform all repetitions on one side before switching.",wger,10,Abs,"[""Obliques""]","[""Rectus abdominis""]","[""Bodyweight"", ""Dumbbell""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1429,5a9f4fa4-6b71-4bc7-a284-e76e43e3106a,Dumbbell Shoulder Rotations,"Dumbbell shoulder rotations are designed to strengthen the rotator cuff muscles and improve shoulder stability and mobility. External Rotation : Hold a dumbbell in one hand, keeping your elbow bent at 90 degrees and close to your body. Rotate your forearm outward, away from your body, keeping your elbow stationary. Slowly return to the starting position. Internal Rotation : Hold a dumbbell in one hand, keeping your elbow bent at 90 degrees and close to your body. Rotate your forearm inward, toward your body, and slowly return to the starting position. Perform the exercise with controlled movements to avoid strain.",wger,13,Shoulders,"[""Anterior deltoid""]",[],"[""Dumbbell""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1430,493fb1ac-c45a-4b18-bcbb-58b809881e6f,Plate Pinch Hold,"The plate pinch hold is a grip strength exercise designed to target the forearms and improve grip endurance. Select one or two weight plates (smooth-edged plates work best) and pinch them together between your thumb and fingers. Hold the plates with your arm straight down by your side or extended slightly in front of you. Maintain the hold for as long as you can, keeping your shoulders relaxed and your grip firm. This exercise can be done for time or repetitions.",wger,8,Arms,"[""Biceps brachii""]",[],"[""Other""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1433,6f5d4373-66d1-4acd-a16f-ba0e636fe979,Reverse Wood Chops,"Attach a looping resistance band to a rack below knee height Grip the other end of the band like holding a baseball bat with both hands Stretch the band facing it Start with your hands at the side of your hips, knees bent Rotate your hips while moving your hands towards over the top of your opposite shoulder Imagine the motion as striking a baseball with a bat",wger,12,Back,"[""Obliques"", ""Anterior deltoid""]","[""Rectus abdominis"", ""Latissimus dorsi""]","[""Resistance band""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1434,90dea8b9-4cf8-430e-8633-e08df1dd900b,Lat Pull DB,Bend upper body forward Move dumbbells near your body with slightly bent arms towards your back,wger,12,Back,"[""Latissimus dorsi"", ""Latissimus dorsi""]","[""Anterior deltoid""]","[""Dumbbell""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1435,2a983b8f-b77e-4f8f-8335-0e5caecd715f,Scapula Pulls,"Hang straight on a pull-up bar Pull shoulder blades together, moving the body slightly up",wger,12,Back,"[""Latissimus dorsi"", ""Latissimus dorsi""]","[""Anterior deltoid""]","[""Pull-up bar"", ""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1436,abd2854b-114a-4584-8746-30bd40127863,Pin Bench Press BB,"Set security pins to about the height of your sticking point Lower the bar, rest on the pins for 1s while holding tension Move bar up with maximum force",wger,11,Chest,"[""Pectoralis major"", ""Triceps brachii""]","[""Anterior deltoid""]","[""Barbell"", ""Bench""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1437,96f9d74a-7bf4-4ec1-9cd6-c62c13cf7b67,Pin Squat,"Set security pins to about the height of your sticking point Lower the bar, rest on the pins for 2s keeping tension Stand up with maximum force",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings"", ""Latissimus dorsi""]","[""Barbell""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1438,a8f76beb-b6d8-430b-8e45-cc03d4959043,Clean,"Regular olympic lift clean. Pull bar from ground, catch on shoulders performing a front squat.",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus"", ""Latissimus dorsi""]","[""Anterior deltoid"", ""Hamstrings""]","[""Barbell""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
