name,cuisine_type,calories,protein,carbs,fat,diet_tags,description,embed_status,image_url
Keto Three Cheese Bacon Asparagus,american,1136,43.03,26.12,95.54,"[""keto""]","Măng tây nướng ba loại phô mai và thịt xông khói, béo ngậy và giòn ngọt hấp dẫn.",pending,https://your-domain.com/images/default-meal.png
Keto Root Beer Float Pops,american,777,3.66,41.93,66.05,"[""keto""]","Kem que xá xị sữa Keto, mát lạnh sảng khoái và ngọt ngào gợi nhớ hương vị tuổi thơ.",pending,https://your-domain.com/images/default-meal.png
Chive Horseradish Keto Cauliflower Mash,british,1136,47.24,58.15,79.34,"[""keto""]","Súp lơ nghiền hẹ và cải ngựa Keto, vị cay nồng nhẹ nhàng và béo mịn bơ.",pending,https://your-domain.com/images/default-meal.png
Keto Cheesy Spinach and Egg Casserole,italian,1475,120.23,23.36,100.03,"[""keto""]","Trứng bỏ lò phô mai rau bina Keto, béo ngậy và giàu sắt cho cơ thể khỏe mạnh.",pending,https://your-domain.com/images/default-meal.png
Coconut Flour Keto Donut Holes,american,1028,12.73,60.53,81.62,"[""keto""]","Bánh donut nhỏ bột dừa Keto, mềm xốp và thơm lừng hương dừa nhiệt đới ngọt ngào.",pending,https://your-domain.com/images/default-meal.png
Keto Chicken Cauliflower Fried Rice,chinese,1323,77.71,41.36,94.03,"[""keto""]","Cơm chiên gà súp lơ Keto, thanh nhẹ và đậm đà gia vị Á Đông chuẩn vị Hoa.",pending,https://your-domain.com/images/default-meal.png
Low Carb Snickerdoodles - Keto & Glute,british,2230,51.2,47.26,204.0,"[""keto""]","Bánh quy quế Keto, giòn tan và thơm nồng nàn hương quế cho bữa trà chiều ấm áp.",pending,https://your-domain.com/images/default-meal.png
"Bacon Wrapped Asparagus, Keto Style",american,1606,40.04,31.92,146.48,"[""keto""]","Măng tây cuộn thịt xông khói Keto, giòn ngọt quyện cùng vị mặn mòi nướng thơm nức.",pending,https://your-domain.com/images/default-meal.png
Slow Cooker Keto Barbecue Meatloaf,central europe,4457,261.46,139.57,317.04,"[""keto""]","Thịt nướng ổ sốt BBQ nấu chậm Keto, đậm đà và mọng nước đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Keto Pesto-stuffed Chicken Thighs,italian,2444,145.34,20.19,197.97,"[""keto""]","Đùi gà nhồi sốt Pesto Keto, thơm lừng húng tây và béo ngậy phô mai Mozzarella.",pending,https://your-domain.com/images/default-meal.png
Hot Melt (keto-approved) Spaghetti,italian,1913,75.0,47.1,158.3,"[""keto""]","Mì Ý sốt phô mai tan chảy Keto, sợi mì rau củ thanh nhẹ quyện sốt béo ngậy đậm đà.",pending,https://your-domain.com/images/default-meal.png
Keto SOUTHERN BACON-FRIED CABBAGE,american,1175,40.66,94.41,70.56,"[""keto""]","Bắp cải xào thịt xông khói kiểu miền Nam Keto, giòn ngọt và mặn mòi hấp dẫn.",pending,https://your-domain.com/images/default-meal.png
Megan R Buffalo chicken keto,american,3425,181.29,29.17,287.05,"[""keto""]","Gà sốt Buffalo kiểu Megan R Keto, cay nồng kích thích và thịt gà mềm mọng nước đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Stuffed portobello Caps Keto style,italian,1908,145.9,45.31,127.07,"[""keto""]","Nấm Portobello nhồi kiểu Ý Keto, béo ngậy phô mai và thơm nồng nàn hương vị nấm tươi.",pending,https://your-domain.com/images/default-meal.png
Fathead Keto Gnocchi - Low Carb,italian,3990,172.39,57.04,341.32,"[""keto""]","Bánh xếp Gnocchi bột phô mai Keto, mềm mịn và béo ngậy chuẩn vị Ý truyền thống lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Keto Buffalo Chicken Soup Recipe,american,1753,106.16,49.65,125.53,"[""keto""]","Súp gà sốt Buffalo Keto, cay nồng sảng khoái và béo ngậy kem tươi sưởi ấm cơ thể.",pending,https://your-domain.com/images/default-meal.png
Creamy Keto Tuscan Soup Recipe,italian,3206,108.42,64.15,279.58,"[""keto""]","Súp kem kiểu Tuscan Keto, đậm đà hương vị thảo mộc và béo mịn phô mai Ý tinh tế.",pending,https://your-domain.com/images/default-meal.png
Keto Turkey Meatballs with Pesto,american,1517,96.36,32.12,111.46,"[""keto""]","Viên thịt gà tây sốt Pesto Keto, thanh nhẹ và thơm lừng húng tây giàu dinh dưỡng.",pending,https://your-domain.com/images/default-meal.png
Keto Lemon Mug Cake Recipe,american,504,23.08,38.12,28.75,"[""keto""]","Bánh chanh làm bằng cốc Keto, chua thanh sảng khoái và cực kỳ nhanh gọn cho người bận rộn.",pending,https://your-domain.com/images/default-meal.png
Keto No-Churn Strawberry Ice Cream,italian,868,5.24,13.36,88.21,"[""keto""]","Kem dâu tây Keto không cần máy, mát lạnh mịn màng và ngọt thanh tự nhiên đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Easy Keto Chicken Verde Enchiladas,mexican,1591,167.63,18.64,93.98,"[""keto""]","Bánh cuộn gà sốt xanh Keto, đậm đà gia vị Mexico và phô mai tan chảy béo ngậy.",pending,https://your-domain.com/images/default-meal.png
Roast Pumpkin & Feta - Keto Salad,mediterranean,1216,35.51,55.26,94.81,"[""keto""]","Salad bí đỏ nướng phô mai Feta Keto, ngọt bùi và mặn mòi hài hòa tinh tế.",pending,https://your-domain.com/images/default-meal.png
KETO SPICY CHIPOTLE DEVILED EGGS,mexican,906,38.98,7.45,80.07,"[""keto""]","Trứng nhồi sốt Chipotle cay nồng Keto, món khai vị bùng nổ hương vị Mexico rực rỡ.",pending,https://your-domain.com/images/default-meal.png
Pesto Keto Chicken Stuffed Peppers,italian,2180,146.22,58.28,151.35,"[""keto""]","Ớt chuông nhồi gà sốt Pesto Keto, rực rỡ sắc màu và thơm lừng thảo mộc nước Ý.",pending,https://your-domain.com/images/default-meal.png
Keto Shrimp Cauliflower Fried Rice,chinese,1097,61.29,43.43,75.34,"[""keto""]","Cơm chiên tôm súp lơ Keto, giòn ngọt thịt tôm và thanh nhẹ cho thực đơn ăn kiêng.",pending,https://your-domain.com/images/default-meal.png
Keto Broccoli Cheese Soup Recipe,american,3879,138.32,59.75,342.99,"[""keto""]","Súp bông cải xanh phô mai Keto, sánh mịn béo ngậy và giàu vitamin tốt cho sức khỏe.",pending,https://your-domain.com/images/default-meal.png
Keto Chocolate Almond Fudge Slices,french,7230,120.91,573.8,494.62,"[""keto""]","Kẹo socola hạnh nhân Keto, đậm đà bùi béo và tan chảy ngọt ngào đầy quyến rũ vị giác.",pending,https://your-domain.com/images/default-meal.png
Keto turkey egg roll casserole,american,1911,225.51,115.2,60.91,"[""keto""]","Món bỏ lò vị chả giò gà tây Keto, giòn tươi rau củ và đậm đà gia vị Á Đông đặc trưng.",pending,https://your-domain.com/images/default-meal.png
Keto Chocolate Toast Crunch Cereal,french,2393,54.78,110.72,192.3,"[""keto""]","Ngũ cốc socola giòn Keto, bữa sáng ngọt ngào và ít tinh bột cho ngày mới năng động.",pending,https://your-domain.com/images/default-meal.png
Keto Mini Pepper Pizza Cups,italian,1076,65.96,38.66,73.02,"[""keto""]","Chén Pizza ớt chuông nhỏ Keto, giòn rụm phô mai và thanh nhẹ bổ dưỡng cho bữa tiệc vui.",pending,https://your-domain.com/images/default-meal.png
Best Keto Cabbage Salad Recipe,middle eastern,1568,80.7,32.89,123.75,"[""keto""]","Salad bắp cải Keto ngon nhất, giòn tan và chua thanh kích thích vị giác tuyệt vời.",pending,https://your-domain.com/images/default-meal.png
Air Fryer Keto Pork Chops,mexican,1582,176.8,10.24,92.62,"[""keto""]","Sườn heo chiên nồi chiên không dầu Keto, lớp vỏ vàng ruộm và thịt mềm mọng đậm đà gia vị.",pending,https://your-domain.com/images/default-meal.png
Keto Cilantro Lime Cauliflower Rice,mediterranean,482,14.02,39.98,29.53,"[""keto""]","Cơm súp lơ chanh ngò Keto, thanh mát và thơm lừng hương vị Địa Trung Hải.",pending,https://your-domain.com/images/default-meal.png
Sara Louise's Keto Roasted Endives,nordic,1086,4.79,22.28,108.66,"[""keto""]","Rau diếp xoăn nướng kiểu Sara Louise Keto, vị đắng thanh nhẹ nhàng quyện cùng sốt béo mịn.",pending,https://your-domain.com/images/default-meal.png
Keto Instant Pot Pulled Chicken,french,1381,86.97,9.53,110.61,"[""keto""]","Gà xé nấu nhanh Keto, thịt gà mềm mọng thấm đẫm gia vị đậm đà và cực kỳ tiện lợi.",pending,https://your-domain.com/images/default-meal.png
Keto Chicken Thighs with Creamed Spinach,american,5333,273.02,47.05,450.31,"[""keto""]","Đùi gà nướng kèm rau bina sốt kem Keto, béo ngậy và giàu dinh dưỡng.",pending,https://your-domain.com/images/default-meal.png
Keto Chicken Pesto Cauliflower Casserole,italian,2096,168.26,44.33,138.35,"[""keto""]","Gà và súp lơ bỏ lò sốt Pesto Keto, thơm lừng húng tây và béo mịn phô mai.",pending,https://your-domain.com/images/default-meal.png
Low Carb Keto Hamburger Buns,american,1282,49.44,135.19,60.36,"[""keto""]","Bánh mì Burger Keto ít tinh bột, xốp mềm và bùi béo hoàn hảo cho món Burger bò mọng nước.",pending,https://your-domain.com/images/default-meal.png
Keto Sheet Pan Steak Fajitas,mexican,2360,155.71,37.09,176.53,"[""keto""]","Fajitas bò nướng khay Keto, rực rỡ sắc màu và đậm đà gia vị Mexico nồng nàn lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Keto Parmesan Crisps with Tomato Slices,american,400,36.24,5.41,25.98,"[""keto""]","Phô mai Parmesan giòn kèm cà chua tươi Keto, món khai vị thanh nhẹ và béo bùi.",pending,https://your-domain.com/images/default-meal.png
Keto Diet Sloppy Joe Recipe,french,1620,79.29,120.71,91.06,"[""keto""]","Bánh mì kẹp nhân thịt băm Keto, đậm đà sốt cà chua và thịt bò mềm mọng đầy thỏa mãn vị giác.",pending,https://your-domain.com/images/default-meal.png
Keto Crustless Mushroom Spinach Pie,italian,1577,109.02,41.52,108.35,"[""keto""]","Bánh pie nấm rau bina không đế Keto, mềm mịn và béo ngậy phô mai Ý tinh tế.",pending,https://your-domain.com/images/default-meal.png
Keto Faux French Onion Dip Recipe,american,862,2.05,12.68,89.18,"[""keto""]","Sốt chấm hành tây kiểu Pháp giả Keto, béo mịn và thơm nồng nàn hành caramen hấp dẫn.",pending,https://your-domain.com/images/default-meal.png
Keto Chicken Enchiladas - White Version,central europe,4100,420.57,63.04,240.6,"[""keto""]","Bánh cuộn gà sốt trắng Keto, béo ngậy kem tươi và đậm đà gia vị nồng nàn.",pending,https://your-domain.com/images/default-meal.png
Keto Creamy Chicken and Vegetable Bake,mexican,4394,262.5,116.17,319.91,"[""keto""]","Gà và rau củ bỏ lò sốt kem Keto, béo mịn và giàu dinh dưỡng cho cả nhà.",pending,https://your-domain.com/images/default-meal.png
Crockpot Keto Buffalo Chicken Soup,american,1453,52.28,29.91,124.92,"[""keto""]","Súp gà Buffalo nấu chậm Keto, cay nồng sảng khoái và béo ngậy kem tươi đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Easy Keto Spinach Cheese Manicotti,italian,2341,199.82,51.36,148.43,"[""keto""]","Mì cuộn rau bina phô mai Keto, thanh nhẹ và béo mịn chuẩn vị Ý truyền thống bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
Easy Keto Curry Chicken Recipe,south east asian,2574,273.63,62.25,136.67,"[""keto""]","Cà ri gà Keto dễ làm, béo ngậy nước cốt dừa và thơm nồng nàn gia vị nhiệt đới.",pending,https://your-domain.com/images/default-meal.png
Keto Chicken Skewers with Rustic Vegetables,mediterranean,1241,132.42,21.87,69.28,"[""keto""]","Gà xiên nướng rau củ Keto, thơm nức mũi và rực rỡ sắc màu tự nhiên.",pending,https://your-domain.com/images/default-meal.png
Keto Chicken Cordon Bleu Recipe,french,4178,266.86,50.52,323.19,"[""keto""]","Gà cuộn dăm bông phô mai kiểu Pháp Keto, lớp vỏ giòn tan và nhân béo ngậy sang trọng.",pending,https://your-domain.com/images/default-meal.png
Deep Dish Skillet Keto Pizza,italian,1810,85.1,38.27,146.3,"[""keto""]","Pizza chảo đế dày Keto, đầy ắp phô mai tan chảy và nhân thịt đậm đà thỏa mãn cơn thèm.",pending,https://your-domain.com/images/default-meal.png
Keto-Friendly Low-Carb Bread,american,1233,45.87,32.41,102.19,"[""keto""]","Bánh mì Keto ít tinh bột, xốp mềm và thơm mùi bơ béo ngậy hoàn hảo cho mọi bữa ăn lành mạnh.",pending,https://your-domain.com/images/default-meal.png
Ultra Moist Keto Blackberry Muffins,american,2933,82.78,137.32,228.07,"[""keto""]","Bánh muffin dâu tằm Keto siêu ẩm, ngọt thanh và tràn đầy quả mọng tươi ngon bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
Keto Mini Pepperoni Guacamole Bites,mexican,1495,50.7,47.63,122.37,"[""keto""]","Miếng kẹp Pepperoni bơ Keto, nhỏ xinh và béo ngậy bùng nổ hương vị Mexico rực rỡ.",pending,https://your-domain.com/images/default-meal.png
KETO BEEF BRISKET Slow Cooker,french,5472,335.26,33.16,444.27,"[""keto""]","Ức bò hầm chậm Keto, thịt bò mềm tan trong nước sốt đậm đà nồng nàn chuẩn vị Pháp cổ điển.",pending,https://your-domain.com/images/default-meal.png
Parmesan-Garlic Keto Chicken Wings,american,5662,492.67,12.78,404.5,"[""keto""]","Cánh gà sốt tỏi phô mai Parmesan Keto, giòn tan lớp vỏ và thơm nức mũi đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Sara Louise's Keto Israeli Salad,middle eastern,575,7.1,42.83,41.67,"[""keto""]","Salad kiểu Israel Keto, tươi mát giòn tan với rau củ xắt nhỏ và sốt chanh thanh nhẹ.",pending,https://your-domain.com/images/default-meal.png
Keto Fat Bombs with Cacao and Cashew,italian,4738,90.86,130.47,428.13,"[""keto""]","Viên năng lượng cacao hạt điều Keto, bùi béo và đậm đà vị socola nguyên chất.",pending,https://your-domain.com/images/default-meal.png
Roasted Butternut Squash Apple Soup,american,1216,15.46,144.09,64.19,"[""keto""]","Súp bí đỏ táo nướng, ngọt thanh tự nhiên và sánh mịn sưởi ấm cơ thể ngày se lạnh.",pending,https://your-domain.com/images/default-meal.png
Keto Chicken Cordon Bleu Casserole,french,2382,136.74,18.57,195.65,"[""keto""]","Gà cuộn dăm bông bỏ lò Keto, béo ngậy sốt kem và phô mai tan chảy đầy hấp dẫn vị giác.",pending,https://your-domain.com/images/default-meal.png
EZ Truckers Chili (Keto Style),american,956,112.74,71.89,24.19,"[""keto""]","Súp đậu hầm thịt kiểu Truckers Keto, đậm đà gia vị và ấm áp lòng người cho ngày dài năng động.",pending,https://your-domain.com/images/default-meal.png
Keto Cheesy Steak Zucchini Boats,mediterranean,1185,77.03,27.55,85.24,"[""keto""]","Thuyền bí ngòi nhân bít tết phô mai Keto, thanh nhẹ và giàu đạm cho bữa tối sang trọng.",pending,https://your-domain.com/images/default-meal.png
Keto Zucchini Rollatini - Low Carb,italian,2970,190.8,64.39,216.6,"[""keto""]","Bí ngòi cuộn phô mai Keto, mềm mịn và béo ngậy sốt cà chua Ý truyền thống đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Keto Thai Red Curry Paste,south east asian,786,8.29,44.37,63.96,"[""keto""]","Sốt cà ri đỏ kiểu Thái Keto, cay nồng nàn và thơm lừng thảo mộc nhiệt đới nâng tầm món ăn.",pending,https://your-domain.com/images/default-meal.png
"Keto Cauliflower, Eggs, and Bacon Salad",american,1769,56.73,63.32,143.25,"[""keto""]","Salad súp lơ trứng thịt xông khói Keto, béo mịn và giàu dinh dưỡng cho bữa trưa.",pending,https://your-domain.com/images/default-meal.png
Tasty and Easy Keto Dinner Rolls,american,5120,251.34,85.55,419.16,"[""keto""]","Bánh mì cuộn Keto mềm xốp, thơm bùi hương bơ hạnh nhân cho bữa tối nhẹ nhàng.",pending,https://your-domain.com/images/default-meal.png
Spicy Keto Chicken-and-Cheese Casserole,south american,2028,180.55,33.49,130.18,"[""keto""]","Gà bỏ lò phô mai cay nồng kiểu Nam Mỹ, béo ngậy và đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Keto Meal Prep Breakfast Bombs,french,3335,147.45,52.42,281.67,"[""keto""]","Viên năng lượng bữa sáng Keto kiểu Pháp, giàu đạm và tiện lợi cho người bận rộn.",pending,https://your-domain.com/images/default-meal.png
Keto Mulled Berry Chia Parfaits,french,1308,22.78,76.66,101.11,"[""keto""]","Parfait hạt chia quả mọng kiểu Pháp, thanh mát và giàu chất chống oxy hóa.",pending,https://your-domain.com/images/default-meal.png
